"sp"	"estado"	"accion"	"source_len"	"target_len"
"spx_obtenercargousuarionorealizado_listado"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_obtenerconformacioncuadrillabackoffice"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_obtenerconformacioncuadrillaweb"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_obtenerconformacioncuadrillawebporid"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_obtenerdatostecnicoconformacioncuadrillaweb"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_obtenerdatostecnicocuadrilla"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_obtenerdigitadores"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_obtenerdigitadoresconformacioncuadrillaweb"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_obtenerlistadigitadores"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_obtenerlistadoconformacioncuadrillabackoffice"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_obtenerlistausuario"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_obtenernomencladores"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_obtenerordetrabajocompletaxid"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_obtenerplacavehiculos_tecnico"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_obtenerprivilegiosroldetalle"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_obtenerprivilegiosroles"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_obtenerproductospcargousuario"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_obtenerramal"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_obtenerrutaxidtecnico"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_obtenersaldoruta"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_obtenersucursalesconexion"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_obtenersucursalesconformacioncuadrillaweb"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_obtenersupervisionmanualporid"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_obtenersupervisores"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_obtenersupervisoresconformacioncuadrillaweb"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_obtenertecnicosconformacioncuadrillaweb"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_obtenertecnicosenruta"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_obtenertiposervicio"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_obtenertipotecnologia"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_obtenervehiculosconformacioncuadrillaweb"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_registrarconformacioncuadrillabackoffice"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_registrarconformacioncuadrillaweb"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_registrarllamadaatencion"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_registrarordentrabajo"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_registrarsupervisionmanual"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_registrarventapararegistrootwb"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_regmod_productos"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_sepuedemodificarordentrabajo"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_traerchipid2"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_traerdatoseriechipidcu"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_traerdatoseriechipidcu_cunr2"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_traervendedores_x_formtecnico"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_validamovimientos"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_validarcuadreruta"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_validarusuario"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_validarusuariosucursal"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_validarventaydetallewb"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_verificarestadoserie"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spy_ultimo_estado_dia_bo_cita_makiro"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"traertodoslosproductos"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"traertodoslosproductos_sinfungibleweb"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"traertodoslosproductos_x_idrutaweb"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
