"sp"	"estado"	"accion"	"source_len"	"target_len"
"sp_obtenerlistaordenestrabajo"	"DIFERENTE_LOGICA"	"ALTER"	"866"	"844"
"sp_obtenerlistaordenestrabajo_otweb"	"FALTA_EN_TARIJA"	"CREATE"	"914"	"0"
"sp_obtenerlistaordenestrabajorfechas"	"DIFERENTE_LOGICA"	"ALTER"	"976"	"950"
"sp_obtenerordentrabajo_x_numero"	"IGUAL_LOGICA"	"SKIP"	"978"	"978"
"sp_obtenertipomaterial"	"IGUAL_LOGICA"	"SKIP"	"566"	"566"
"sp_supervision_listartipospenalizacion"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"sp_supervision_listartipossupervision"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"sp_supervision_listartipostrabajo"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"sp_tecnico_obtenernombreporid"	"FALTA_EN_TARIJA"	"CREATE"	"819"	"0"
"sp_traertodoslosproductosmascara"	"IGUAL_LOGICA"	"SKIP"	"382"	"382"
"sp_usuario_listaractivosbasico"	"FALTA_EN_TARIJA"	"CREATE"	"206"	"0"
"sp_validamovimientos"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spb_saldorutascantidad_x_ruta"	"FALTA_EN_TARIJA"	"CREATE"	"367"	"0"
"spr_traervendedores_x_formtecnico"	"DIFERENTE_LOGICA"	"ALTER"	"306"	"295"
"spx_actualizarconformacioncuadrillabackoffice"	"FALTA_EN_TARIJA"	"CREATE"	"1675"	"0"
"spx_actualizarconformacioncuadrillaweb"	"FALTA_EN_TARIJA"	"CREATE"	"1651"	"0"
"spx_buscarserialcargousuario"	"IGUAL_LOGICA"	"SKIP"	"1430"	"1438"
"spx_cambiarpasswordusuarioporid"	"FALTA_EN_TARIJA"	"CREATE"	"1283"	"0"
"spx_central_actualizarsupervisorconformacion"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_central_buscarsupervisorportecnicoconformacion"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_central_obtenertecnicosporsupervisorconformacion"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_eliminarcodigousuario_venta"	"IGUAL_LOGICA"	"SKIP"	"440"	"440"
"spx_eliminarconformacioncuadrillaweb"	"FALTA_EN_TARIJA"	"CREATE"	"207"	"0"
"spx_existecierrealmacenhoy"	"DIFERENTE_LOGICA"	"ALTER"	"1320"	"1199"
"spx_existecierrealmacenhoypr_pd"	"IGUAL_LOGICA"	"SKIP"	"1044"	"1042"
"spx_existeregistroconformacioncuadrilladiario"	"FALTA_EN_TARIJA"	"CREATE"	"236"	"0"
"spx_grupo_asignarsupervisorcentral"	"FALTA_EN_TARIJA"	"CREATE"	"1843"	"0"
"spx_grupo_asignartecnicocentral"	"FALTA_EN_TARIJA"	"CREATE"	"8806"	"0"
"spx_grupo_cambiarcolaboradorbackupcentral"	"FALTA_EN_TARIJA"	"CREATE"	"1882"	"0"
"spx_grupo_crearcentral"	"FALTA_EN_TARIJA"	"CREATE"	"876"	"0"
"spx_grupo_eliminarcentral"	"FALTA_EN_TARIJA"	"CREATE"	"1096"	"0"
"spx_grupo_filtrosupervisorescentral"	"FALTA_EN_TARIJA"	"CREATE"	"158"	"0"
"spx_grupo_filtrotecnicoscentral"	"FALTA_EN_TARIJA"	"CREATE"	"150"	"0"
"spx_grupo_listarcentral"	"FALTA_EN_TARIJA"	"CREATE"	"1293"	"0"
"spx_grupo_marcarsupervisorausentecentral"	"FALTA_EN_TARIJA"	"CREATE"	"2044"	"0"
"spx_grupo_quitartecnicocentral"	"FALTA_EN_TARIJA"	"CREATE"	"1925"	"0"
"spx_grupo_restaurarsupervisorcentral"	"FALTA_EN_TARIJA"	"CREATE"	"1007"	"0"
"spx_guardarpaginaspormenu"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_guardarprivilegiosrol"	"FALTA_EN_TARIJA"	"CREATE"	"3130"	"0"
"spx_guardarrelacioncuadrilla"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_la_listartecnicossucursal"	"FALTA_EN_TARIJA"	"CREATE"	"1011"	"0"
"spx_listarllamadaatencion"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_listarotfinalizadas"	"FALTA_EN_TARIJA"	"CREATE"	"2001"	"0"
"spx_listarsupervisionmanual"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_listartipocomunicacionllamadaatencion"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_modificarordentrabajofecha"	"DIFERENTE_LOGICA"	"ALTER"	"477"	"506"
"spx_obteneractividadesconformacioncuadrillaweb"	"FALTA_EN_TARIJA"	"CREATE"	"185"	"0"
"spx_obtenerauxiliaresconformacioncuadrillaweb"	"FALTA_EN_TARIJA"	"CREATE"	"572"	"0"
"spx_obtenercaberaventapararegistrootwb"	"FALTA_EN_TARIJA"	"CREATE"	"579"	"0"
"spx_obtenercargousuarionorealizado_id"	"IGUAL_LOGICA"	"SKIP"	"599"	"597"
"spx_obtenercargousuarionorealizado_listado"	"IGUAL_LOGICA"	"SKIP"	"964"	"966"
"spx_obtenerconformacioncuadrillabackoffice"	"FALTA_EN_TARIJA"	"CREATE"	"619"	"0"
"spx_obtenerconformacioncuadrillaweb"	"FALTA_EN_TARIJA"	"CREATE"	"6012"	"0"
"spx_obtenerconformacioncuadrillawebporid"	"FALTA_EN_TARIJA"	"CREATE"	"4856"	"0"
"spx_obtenerdatostecnicoconformacioncuadrillaweb"	"FALTA_EN_TARIJA"	"CREATE"	"2168"	"0"
"spx_obtenerdatostecnicocuadrilla"	"FALTA_EN_TARIJA"	"CREATE"	"419"	"0"
"spx_obtenerdigitadores"	"FALTA_EN_TARIJA"	"CREATE"	"280"	"0"
"spx_obtenerdigitadoresconformacioncuadrillaweb"	"FALTA_EN_TARIJA"	"CREATE"	"385"	"0"
"spx_obtenerlistadigitadores"	"FALTA_EN_TARIJA"	"CREATE"	"287"	"0"
"spx_obtenerlistadoconformacioncuadrillabackoffice"	"FALTA_EN_TARIJA"	"CREATE"	"168"	"0"
"spx_obtenerlistausuario"	"IGUAL_LOGICA"	"SKIP"	"257"	"259"
"spx_obtenernomencladores"	"IGUAL_LOGICA"	"SKIP"	"133"	"133"
"spx_obtenerordetrabajocompletaxid"	"IGUAL_LOGICA"	"SKIP"	"1178"	"1178"
"spx_obtenerplacavehiculos_tecnico"	"FALTA_EN_TARIJA"	"CREATE"	"273"	"0"
"spx_obtenerprivilegiosroldetalle"	"FALTA_EN_TARIJA"	"CREATE"	"1007"	"0"
"spx_obtenerprivilegiosroles"	"FALTA_EN_TARIJA"	"CREATE"	"227"	"0"
"spx_obtenerproductospcargousuario"	"IGUAL_LOGICA"	"SKIP"	"281"	"281"
"spx_obtenerramal"	"FALTA_EN_TARIJA"	"CREATE"	"83"	"0"
"spx_obtenerrutaxidtecnico"	"DIFERENTE_LOGICA"	"ALTER"	"1885"	"132"
"spx_obtenersaldoruta"	"DIFERENTE_LOGICA"	"ALTER"	"1047"	"1109"
"spx_obtenersucursalesconexion"	"FALTA_EN_TARIJA"	"CREATE"	"155"	"0"
"spx_obtenersucursalesconformacioncuadrillaweb"	"FALTA_EN_TARIJA"	"CREATE"	"291"	"0"
"spx_obtenersupervisionmanualporid"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_obtenersupervisores"	"FALTA_EN_TARIJA"	"CREATE"	"408"	"0"
"spx_obtenersupervisoresconformacioncuadrillaweb"	"FALTA_EN_TARIJA"	"CREATE"	"442"	"0"
"spx_obtenertecnicosconformacioncuadrillaweb"	"FALTA_EN_TARIJA"	"CREATE"	"739"	"0"
"spx_obtenertecnicosenruta"	"FALTA_EN_TARIJA"	"CREATE"	"205"	"0"
"spx_obtenertiposervicio"	"IGUAL_LOGICA"	"SKIP"	"108"	"261"
"spx_obtenertipotecnologia"	"FALTA_EN_TARIJA"	"CREATE"	"187"	"0"
"spx_obtenervehiculosconformacioncuadrillaweb"	"FALTA_EN_TARIJA"	"CREATE"	"225"	"0"
"spx_registrarconformacioncuadrillabackoffice"	"FALTA_EN_TARIJA"	"CREATE"	"1961"	"0"
"spx_registrarconformacioncuadrillaweb"	"FALTA_EN_TARIJA"	"CREATE"	"1932"	"0"
"spx_registrarllamadaatencion"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_registrarordentrabajo"	"FALTA_EN_TARIJA"	"CREATE"	"2289"	"0"
"spx_registrarsupervisionmanual"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"spx_registrarventapararegistrootwb"	"FALTA_EN_TARIJA"	"CREATE"	"2919"	"0"
"spx_regmod_productos"	"IGUAL_LOGICA"	"SKIP"	"22320"	"22320"
"spx_sepuedemodificarordentrabajo"	"FALTA_EN_TARIJA"	"CREATE"	"2442"	"0"
"spx_traerchipid2"	"IGUAL_LOGICA"	"SKIP"	"357"	"357"
"spx_traerdatoseriechipidcu"	"IGUAL_LOGICA"	"SKIP"	"3105"	"3105"
"spx_traerdatoseriechipidcu_cunr2"	"IGUAL_LOGICA"	"SKIP"	"2928"	"2934"
"spx_traervendedores_x_formtecnico"	"FALTA_EN_TARIJA"	"CREATE"	"339"	"0"
"spx_validamovimientos"	"IGUAL_LOGICA"	"SKIP"	"8756"	"8756"
"spx_validarcuadreruta"	"IGUAL_LOGICA"	"SKIP"	"213"	"213"
"spx_validarusuario"	"IGUAL_LOGICA"	"SKIP"	"584"	"578"
"spx_validarusuariosucursal"	"IGUAL_LOGICA"	"SKIP"	"724"	"722"
"spx_validarventaydetallewb"	"FALTA_EN_TARIJA"	"CREATE"	"3569"	"0"
"spx_verificarestadoserie"	"IGUAL_LOGICA"	"SKIP"	"19057"	"19063"
"spy_ultimo_estado_dia_bo_cita_makiro"	"NO_EXISTE_EN_SANTACRUZ"	"SKIP"	"0"	"0"
"traertodoslosproductos"	"IGUAL_LOGICA"	"SKIP"	"120"	"120"
"traertodoslosproductos_sinfungibleweb"	"FALTA_EN_TARIJA"	"CREATE"	"159"	"0"
"traertodoslosproductos_x_idrutaweb"	"FALTA_EN_TARIJA"	"CREATE"	"261"	"0"
